time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-12-18T04:31:09.520Z,19.2163333892822,-155.429504394531,32.8300018310547,1.97000003,md,32,146,,0.100000001,hv,hv72838292,2021-12-18T04:34:14.180Z,"5 km ENE of Pāhala, Hawaii",earthquake,0.59,1.11000001,1.41999996,8,automatic,hv,hv
2021-12-18T04:24:27.340Z,19.1861667633057,-155.494171142578,33.3499984741211,2.29,ml,45,74,,0.129999995,hv,hv72838277,2021-12-18T04:38:22.040Z,"2 km SW of Pāhala, Hawaii",earthquake,0.49,0.819999993,4.03,14,automatic,hv,hv
2021-12-18T04:12:35.512Z,28.98834229,-98.04147518,2.029744466,2.7,ml,20,45,0.0676258632,0.2,tx,tx2021yrpx,2021-12-20T16:49:33.014Z,"2 km WNW of Falls City, Texas",earthquake,1.239586442,1.880986834,0.2,13,reviewed,tx,tx
2021-12-18T04:11:15.210Z,37.2078333,-118.977,22.06,1.51,md,27,106,0.233,0.08,nc,nc73665031,2021-12-29T23:55:10.906Z,"32km ENE of Shaver Lake, CA",earthquake,0.37,0.85,0.223,28,reviewed,nc,nc
2021-12-18T03:51:51.993Z,61.041,-146.4125,18.7,1.6,ml,,,,0.83,ak,ak021g679i69,2021-12-18T03:56:39.069Z,"10 km SSW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-12-18T03:38:37.450Z,19.2113333333333,-155.418,33.09,2.98,ml,47,143,,0.12,hv,hv72838177,2021-12-19T03:40:30.094Z,"6 km E of Pāhala, Hawaii",earthquake,0.39,0.5,0.169449089247229,32,reviewed,hv,hv
2021-12-18T03:33:49.640Z,59.8797,-151.2178,59.7,1.5,ml,,,,0.64,ak,ak021g675n3o,2021-12-18T03:36:46.755Z,"14 km W of Fox River, Alaska",earthquake,,1.2,,,automatic,ak,ak
2021-12-18T03:31:55.510Z,44.3566667,-115.2053333,14.54,2.22,ml,11,84,0.925,0.18,mb,mb80533864,2021-12-18T15:39:04.030Z,"26 km NW of Stanley, Idaho",earthquake,0.55,2.1,0.134,13,reviewed,mb,mb
2021-12-18T03:21:08.760Z,35.6305,-117.4223333,6.99,1.14,ml,26,69,0.05462,0.12,ci,ci40130024,2021-12-19T19:28:59.646Z,"15km S of Searles Valley, CA",earthquake,0.17,0.37,0.147,14,reviewed,ci,ci
2021-12-18T03:08:47.356Z,61.4783,-151.5094,70.7,1.4,ml,,,,0.65,ak,ak021g670a0v,2021-12-18T03:13:34.236Z,"43 km NNW of Beluga, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-12-18T03:02:25.040Z,19.242166519165,-155.394332885742,33.2099990844727,2.19,ml,38,137,,0.119999997,hv,hv72838072,2021-12-18T03:07:55.800Z,"9 km ENE of Pāhala, Hawaii",earthquake,0.55,0.839999974,0.17,3,automatic,hv,hv
2021-12-18T02:56:05.335Z,32.84454346,-100.9402391,6.138142904,2.9,ml,15,81,0.03162621832,0.2,tx,tx2021yrnj,2021-12-20T16:32:06.811Z,"14 km N of Snyder, Texas",earthquake,0.7844735619999998,1.044710353,0.2,7,reviewed,tx,tx
2021-12-18T02:44:34.414Z,59.0999,-152.7776,54.3,1.5,ml,,,,0.62,ak,ak021g66mj75,2021-12-18T02:47:21.390Z,"56 km WSW of Nanwalek, Alaska",earthquake,,0.9,,,automatic,ak,ak
2021-12-18T02:43:20.180Z,19.206,-155.428333333333,34.69,3.08,ml,50,139,,0.11,hv,hv72838047,2021-12-19T02:44:53.395Z,"5 km E of Pāhala, Hawaii",earthquake,0.4,0.47,0.138903548094842,35,reviewed,hv,hv
2021-12-18T02:41:28.725Z,30.3828,-113.7566,10,4.5,mb,,224,1.146,1.43,us,us6000gdb9,2021-12-18T03:16:36.040Z,"105 km SSW of Puerto Peñasco, Mexico",earthquake,8.5,2,0.099,30,reviewed,us,us
2021-12-18T02:39:38.790Z,35.8808333,-117.6873333,10.44,0.76,ml,21,46,0.07334,0.08,ci,ci40130016,2021-12-19T19:24:53.355Z,"21km ESE of Little Lake, CA",earthquake,0.14,0.28,0.184,7,reviewed,ci,ci
2021-12-18T02:30:28.250Z,33.1541667,-116.4696667,14.35,1.31,ml,45,52,0.1219,0.23,ci,ci40130008,2021-12-18T16:25:14.710Z,"14km SW of Borrego Springs, CA",earthquake,0.28,0.54,0.178,27,reviewed,ci,ci
2021-12-18T02:28:30.860Z,34.0015,-116.9965,15.99,2.2,ml,100,26,0.06653,0.17,ci,ci40130000,2021-12-19T19:19:56.560Z,"5km ENE of Calimesa, CA",earthquake,0.11,0.28,0.14,113,reviewed,ci,ci
2021-12-18T02:26:34.480Z,44.743,-111.792,8.17,1.06,ml,12,101,0.091,0.18,mb,mb80533859,2021-12-18T15:21:10.760Z,"47 km W of Hebgen Lake Estates, Montana",earthquake,0.46,1.06,0.165,6,reviewed,mb,mb
2021-12-18T02:24:22.230Z,19.1586666107178,-155.469665527344,30.8999996185303,1.82000005,md,32,113,,0.140000001,hv,hv72838012,2021-12-18T02:27:37.950Z,"4 km S of Pāhala, Hawaii",earthquake,0.67,1.03999996,0.899999976,3,automatic,hv,hv
2021-12-18T02:16:32.850Z,35.7426667,-117.528,1.53,0.87,ml,11,141,0.09226,0.13,ci,ci40129992,2021-12-18T16:24:42.878Z,"12km WSW of Searles Valley, CA",earthquake,0.37,0.55,0.088,10,reviewed,ci,ci
2021-12-18T02:15:26.900Z,36.8261667,-121.415,7.9,1.21,md,27,79,,0.17,nc,nc73665006,2021-12-28T02:58:10.988Z,"3km SSW of Hollister, CA",earthquake,0.32,0.77,0.269,22,reviewed,nc,nc
2021-12-18T02:14:58.062Z,51.7888,179.0118,132.42,4,mb,,201,0.32,0.68,us,us6000gekx,2021-12-23T02:26:38.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,11.9,5.2,0.173,10,reviewed,us,us
2021-12-18T02:10:42.173Z,-7.2671,121.1866,10,4.8,mb,,96,1.712,0.73,us,us6000gdb3,2021-12-18T02:26:31.040Z,"168 km NNE of Ruteng, Indonesia",earthquake,4.1,1.9,0.185,11,reviewed,us,us
2021-12-18T02:10:37.338Z,38.1494,-118.0574,5.6,2.4,ml,22,47.27,0.076,0.1536,nn,nn00830131,2021-12-20T16:15:09.089Z,"27 km S of Mina, Nevada",earthquake,,1.5,0.14,7,reviewed,nn,nn
2021-12-18T02:01:45.240Z,45.389,-112.5961667,5.99,0.54,ml,5,161,0.027,0.08,mb,mb80534064,2021-12-20T22:41:24.580Z,"19 km N of Dillon, Montana",earthquake,1.32,1.25,0.205,4,reviewed,mb,mb
2021-12-18T01:47:47.580Z,32.6453333,-115.7361667,4.34,2.25,ml,37,115,0.009168,0.21,ci,ci40129984,2021-12-19T18:41:27.350Z,"16km WNW of Progreso, B.C., MX",earthquake,0.28,0.38,0.165,52,reviewed,ci,ci
2021-12-18T01:45:50.614Z,62.3195,-151.4568,83.4,1.7,ml,,,,0.44,ak,ak021g661cjz,2021-12-18T01:57:36.027Z,"36 km N of Skwentna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-12-18T01:34:47.926Z,59.993,-152.8254,87.7,1,ml,,,,0.64,ak,ak021g65yxyj,2021-12-18T01:38:13.211Z,"Southern Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-12-18T01:30:32.581Z,62.0406,-150.6309,25,0.7,ml,,,,0.54,ak,ak021g65y2nq,2021-12-18T06:10:33.836Z,"37 km SW of Trapper Creek, Alaska",earthquake,,9.8,,,reviewed,ak,ak
2021-12-18T01:26:44.800Z,46.2083333333333,-122.2065,5.35,0.28,ml,11,84,0.01335,0.05,uw,uw61806796,2021-12-18T02:20:41.630Z,"37 km NNE of Amboy, Washington",earthquake,0.47,0.38,0.0807589904855226,4,reviewed,uw,uw
2021-12-18T01:26:38.328Z,-23.5883,-179.5985,524.77,4.2,mb,,122,6.215,0.82,us,us6000gejm,2021-12-23T02:08:03.040Z,"south of the Fiji Islands",earthquake,13.8,8.1,0.147,15,reviewed,us,us
2021-12-18T01:23:57.906Z,38.6615,-97.4661,5,2.6,mb_lg,,100,0.731,0.4,us,us6000gdai,2021-12-18T04:11:33.982Z,"5 km SW of Gypsum, Kansas",earthquake,1.9,2,0.08,41,reviewed,us,us
2021-12-18T01:17:36.200Z,35.9026667,-117.7566667,7.06,1.02,ml,15,66,0.06802,0.16,ci,ci40129968,2021-12-18T16:27:02.618Z,"14km ESE of Little Lake, CA",earthquake,0.31,0.9,0.19,16,reviewed,ci,ci
2021-12-18T01:16:11.000Z,35.35516667,-96.579,5.12,1.21,ml,39,66,0.06208781625,0.26,ok,ok2021yrkc,2021-12-20T22:20:11.422Z,"11 km W of Cromwell, Oklahoma",earthquake,,0.7,0.11,5,reviewed,ok,ok
2021-12-18T01:15:32.520Z,38.8276672,-122.8050003,1.79,0.21,md,11,61,0.005823,0.01,nc,nc73664991,2021-12-18T01:32:12.667Z,"7km NW of The Geysers, CA",earthquake,0.32,0.76,0.14,2,automatic,nc,nc
2021-12-18T01:12:29.448Z,-21.8087,-174.4569,10,5.1,mb,,76,8.053,1.21,us,us6000gdah,2021-12-18T01:34:06.040Z,"73 km SE of ‘Ohonua, Tonga",earthquake,11.2,1.7,0.041,199,reviewed,us,us
2021-12-18T01:11:55.238Z,38.1707,-117.8192,8.4,1.4,ml,15,146.43,0.115,0.1354,nn,nn00830128,2021-12-18T01:28:32.885Z,"35 km SE of Mina, Nevada",earthquake,,2.4,0.88,5,reviewed,nn,nn
2021-12-18T01:02:54.391Z,61.5318,-147.5489,35.4,1.4,ml,,,,1.14,ak,ak021g65s523,2021-12-18T01:13:50.568Z,"31 km S of Glacier View, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-12-18T00:58:37.284Z,-58.9645,-25.5635,42.42,4.9,mb,,53,7.631,0.9,us,us6000gdad,2022-01-09T02:18:00.040Z,"South Sandwich Islands region",earthquake,8.1,5.5,0.096,38,reviewed,us,us
2021-12-18T00:58:01.127Z,56.5045,-148.5768,10,3,ml,,211,2.531,0.43,us,us6000gdaa,2022-01-09T02:13:11.040Z,"256 km ESE of Chiniak, Alaska",earthquake,9.2,2,0.045,64,reviewed,us,us
2021-12-18T00:44:39.150Z,38.7771683,-122.754837,1.14,0.71,md,10,72,0.01069,0.02,nc,nc73664981,2021-12-18T01:03:13.698Z,"0km E of The Geysers, CA",earthquake,0.35,0.63,0.16,2,automatic,nc,nc
2021-12-18T00:42:05.910Z,46.204,-122.220833333333,4.87,0.86,ml,18,101,0.01425,0.09,uw,uw61806791,2021-12-22T00:29:38.220Z,"37 km NNE of Amboy, Washington",earthquake,0.43,0.29,0.0730324124705349,8,reviewed,uw,uw
2021-12-18T00:40:27.370Z,66.7247,-147.2634,16.7,2.6,ml,,,,0.75,ak,ak021g65espv,2022-01-09T02:10:14.040Z,"41 km N of Beaver, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-12-18T00:35:51.440Z,32.6456667,-115.7315,4.72,1.46,ml,21,131,0.005657,0.15,ci,ci40129960,2021-12-19T18:32:11.885Z,"16km WNW of Progreso, B.C., MX",earthquake,0.3,0.24,0.213,14,reviewed,ci,ci
2021-12-18T00:34:24.660Z,59.995,-153.102666666667,-0.67,-1.06,ml,5,105,,0.07,av,av91446261,2021-12-20T20:12:50.660Z,"60 km ENE of Pedro Bay, Alaska",earthquake,0.55,4.41,0.0881609032105799,5,reviewed,av,av
2021-12-18T00:32:14.630Z,19.3903333333333,-155.437166666667,8.51,2.44,ml,47,55,,0.12,hv,hv72837862,2022-01-09T01:59:40.040Z,"21 km NNE of Pāhala, Hawaii",earthquake,0.23,0.32,0.177901694690676,27,reviewed,hv,hv
2021-12-18T00:29:25.240Z,28.5625,87.5592,10,4,mb,,123,2.151,1.04,us,us6000gda6,2022-01-09T02:08:04.040Z,"99 km NE of Lobujya, Nepal",earthquake,11.2,1.9,0.122,18,reviewed,us,us
2021-12-18T00:27:31.170Z,33.9973333,-116.6423333,16.83,0.92,ml,15,68,0.04135,0.09,ci,ci40129952,2021-12-18T00:36:00.085Z,"8km SW of Morongo Valley, CA",earthquake,0.22,0.55,0.095,14,reviewed,ci,ci
2021-12-18T00:25:43.380Z,19.2065,-155.405,32.94,3.3,ml,52,154,,0.12,hv,hv72837852,2022-01-09T01:59:22.608Z,"7 km E of Pāhala, Hawaii",earthquake,0.41,0.49,0.172373725485051,30,reviewed,hv,hv
2021-12-18T00:24:14.510Z,19.4886666666667,-155.458333333333,0.84,2.82,ml,44,45,,0.13,hv,hv72837847,2022-01-09T01:55:20.040Z,"24 km WNW of Volcano, Hawaii",earthquake,0.21,0.56,0.210998519122469,35,reviewed,hv,hv
2021-12-18T00:23:34.570Z,19.1986666666667,-155.411666666667,32.89,1.53,md,15,177,,0.11,hv,hv72837842,2021-12-18T01:46:09.810Z,"7 km E of Pāhala, Hawaii",earthquake,0.71,0.82,0.0301548094751027,9,reviewed,hv,hv
2021-12-18T00:20:26.720Z,19.207332611084,-155.409332275391,33.7200012207031,1.85000002,md,28,165,,0.109999999,hv,hv72837837,2021-12-18T00:23:47.560Z,"7 km E of Pāhala, Hawaii",earthquake,0.63,0.790000021,0.930000007,7,automatic,hv,hv
2021-12-18T00:18:58.127Z,5.0769,126.8989,35,4.4,mb,,153,2.375,0.64,us,us6000gejq,2022-01-08T22:55:14.040Z,"162 km SSE of Pondaguitan, Philippines",earthquake,13.9,2,0.17,10,reviewed,us,us
2021-12-18T00:17:32.263Z,65.0226,-149.5076,15,1.8,ml,,,,0.74,ak,ak021g659vhi,2021-12-18T00:23:54.175Z,"16 km SSW of Minto, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-12-18T00:14:23.750Z,46.8796666666667,-121.981,11.64,0.44,ml,18,142,0.02297,0.12,uw,uw61806786,2021-12-18T02:16:54.530Z,"14 km NNE of Ashford, Washington",earthquake,0.36,0.52,0.0901568646248293,7,reviewed,uw,uw
2021-12-18T00:13:24.819Z,61.6006,-146.4429,29.2,2.3,ml,,,,0.7,ak,ak021g65901g,2021-12-18T00:19:33.403Z,"46 km SSE of Nelchina, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-12-18T00:09:55.780Z,63.3086,-150.9909,4.5,1.4,ml,,,,0.45,ak,ak021g6587kp,2021-12-18T00:19:33.264Z,"44 km SE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-12-18T00:00:14.080Z,37.9233333,-122.3045,2.82,1.11,md,28,52,0.01114,0.1,nc,nc73664976,2021-12-22T22:28:10.679Z,"1km NE of El Cerrito, CA",earthquake,0.21,0.47,0.163,18,reviewed,nc,nc
2021-12-18T00:00:13.250Z,44.342,-115.187,8.24,1.88,ml,9,83,0.944,0.29,mb,mb80533854,2021-12-18T15:30:52.560Z,"24 km NW of Stanley, Idaho",earthquake,0.73,1.83,0.083,9,reviewed,mb,mb
2021-12-18T00:00:12.250Z,47.6536666666667,-121.867666666667,17.93,1.73,ml,34,72,0.04428,0.14,uw,uw61806781,2021-12-18T00:19:12.850Z,"3 km E of Carnation, Washington",earthquake,0.24,0.35,0.166612947425332,19,reviewed,uw,uw
2021-12-17T23:58:06.631Z,63.2974,-145.168,6.9,1.5,ml,,,,0.45,ak,ak021g4vo8a6,2021-12-18T00:03:21.049Z,"32 km NE of Paxson, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-12-17T23:54:38.310Z,19.1735,-155.472833333333,34.29,3.08,ml,49,80,,0.1,hv,hv72837787,2022-01-09T01:23:49.040Z,"3 km S of Pāhala, Hawaii",earthquake,0.44,0.51,0.165805212775206,36,reviewed,hv,hv
2021-12-17T23:51:36.730Z,41.6381667,-111.6841667,9.86,1.11,md,12,129,0.09227,0.12,uu,uu60472497,2021-12-20T15:52:07.520Z,"12 km ESE of Millville, Utah",earthquake,0.55,0.95,0.161,6,reviewed,uu,uu
2021-12-17T23:46:05.830Z,35.95733333,-97.61883333,7.58,1.67,ml,101,30,0.1052793406,0.2,ok,ok2021yrhc,2021-12-20T18:26:32.915Z,"2 km WNW of Crescent, Oklahoma",earthquake,,0.4,0.17,4,reviewed,ok,ok
2021-12-17T23:39:44.191Z,37.2698,71.967,174.34,4.1,mb,,79,1.119,1,us,us6000gd9t,2022-01-09T01:20:10.040Z,"44 km SE of Khorugh, Tajikistan",earthquake,3.3,9,0.301,3,reviewed,us,us
2021-12-17T23:33:07.030Z,19.2169990539551,-155.399337768555,32.7700004577637,2.19000006,md,30,151,,0.140000001,hv,hv72837757,2021-12-17T23:36:18.280Z,"8 km E of Pāhala, Hawaii",earthquake,0.72,0.889999986,1.72000003,8,automatic,hv,hv
2021-12-17T23:31:30.430Z,38.8251667,-122.7856667,1.81,1.97,md,53,37,0.01251,0.04,nc,nc73664971,2021-12-24T09:50:11.269Z,"5km W of Cobb, CA",earthquake,0.14,0.21,0.127,18,reviewed,nc,nc
2021-12-17T23:28:02.195Z,37.8054,20.9944,10,4.4,mb,,68,0.969,1.09,us,us6000gd9p,2022-01-09T01:14:28.040Z,"9 km ENE of Zakynthos, Greece",earthquake,4.6,1.9,0.09,36,reviewed,us,us
2021-12-17T23:19:55.624Z,61.7005,-149.4699,21.7,1.5,ml,,,,0.76,ak,ak021g4vfz72,2021-12-17T23:23:16.178Z,"8 km NNW of Tanaina, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-12-17T23:17:45.010Z,38.8470001,-122.7756653,1.33,0.46,md,11,155,0.004429,0.02,nc,nc73664966,2021-12-17T23:52:18.033Z,"5km WNW of Cobb, CA",earthquake,0.4,0.45,0.4,2,automatic,nc,nc
2021-12-17T23:14:00.430Z,17.9703,-66.8676,16,2.41,md,10,201,0.0126,0.12,pr,pr2021351004,2021-12-17T23:44:04.503Z,"2 km ESE of Maria Antonia, Puerto Rico",earthquake,0.55,0.39,0.13,6,reviewed,pr,pr
2021-12-17T23:12:45.500Z,33.0131667,-116.0935,-0.4,1.19,ml,7,130,0.1553,0.15,ci,ci40129920,2021-12-18T00:25:37.631Z,"15km SSE of Ocotillo Wells, CA",quarry blast,0.71,31.61,0.105,22,reviewed,ci,ci
2021-12-17T23:10:34.110Z,38.8395004,-122.8101654,1.97,0.36,md,8,89,0.01552,0,nc,nc73664956,2021-12-17T23:26:10.436Z,"8km WNW of Cobb, CA",earthquake,0.47,1.68,,1,automatic,nc,nc
2021-12-17T23:05:13.595Z,61.4769,-149.7778,33.9,1.7,ml,,,,0.59,ak,ak021g4vcvvo,2021-12-17T23:16:05.329Z,"3 km NW of Knik, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-12-17T23:04:21.189Z,36.89,-115.9709,13.2,0.4,ml,15,178.94,0.06,0.143,nn,nn00830126,2021-12-18T02:37:40.582Z,"44 km NW of Indian Springs, Nevada",earthquake,,1.3,0.99,6,reviewed,nn,nn
2021-12-17T22:50:36.270Z,38.7985001,-122.7781677,2.54,1.17,md,12,76,0.009289,0.02,nc,nc73664951,2021-12-17T23:31:11.464Z,"3km NW of The Geysers, CA",earthquake,0.4,0.89,,1,automatic,nc,nc
2021-12-17T22:44:26.740Z,35.9695,-120.5228333,4.89,0.04,md,17,50,0.01264,0.04,nc,nc73664946,2021-12-22T20:57:11.174Z,"11km NW of Parkfield, CA",earthquake,0.32,0.51,0.073,4,reviewed,nc,nc
2021-12-17T22:42:17.358Z,56.9243,-155.7736,0,2.2,ml,,,,0.58,ak,ak021g4uze24,2021-12-17T22:49:52.075Z,"97 km W of Akhiok, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-12-17T22:39:15.290Z,38.7696648,-122.729332,1.48,1.13,md,14,62,0.008785,0.03,nc,nc73664941,2021-12-18T02:38:10.080Z,"2km ESE of The Geysers, CA",earthquake,0.27,0.42,0.03,4,automatic,nc,nc
2021-12-17T22:36:03.049Z,35.79383333,-96.98766667,6.99,1.23,ml,32,63,0.1754655677,0.21,ok,ok2021yreu,2021-12-20T22:36:38.212Z,"2 km SE of Carney, Oklahoma",earthquake,,0.7,0.16,5,reviewed,ok,ok
2021-12-17T22:20:22.760Z,19.2168333333333,-155.416833333333,32.89,2.7,ml,50,141,,0.12,hv,hv72837682,2022-01-09T01:02:20.040Z,"6 km ENE of Pāhala, Hawaii",earthquake,0.41,0.51,0.218710015570993,23,reviewed,hv,hv
2021-12-17T22:17:03.486Z,63.4827,-148.0167,18.4,0.6,ml,,,,0.75,ak,ak021g4utuvd,2021-12-17T22:30:49.610Z,"47 km ENE of Cantwell, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2021-12-17T22:11:45.363Z,62.0001,-150.9007,6.2,1.6,ml,,,,0.51,ak,ak021g4ust0q,2021-12-17T22:16:57.826Z,"26 km E of Skwentna, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-12-17T22:11:41.770Z,36.9371667,-121.4308333,3.62,1.24,md,27,54,,0.17,nc,nc73664936,2021-12-28T00:19:10.946Z,"10km NNW of Hollister, CA",earthquake,0.26,1.19,0.294,21,reviewed,nc,nc
2021-12-17T22:10:14.553Z,34.9425,-111.1237,5,2.5,ml,,70,0.585,0.63,us,us6000gd99,2022-01-08T21:44:35.040Z,"35 km WSW of Winslow West, Arizona",earthquake,2.4,1.9,0.052,48,reviewed,us,us
2021-12-17T22:09:17.780Z,36.0505,-120.6108333,2.91,0.3,md,16,95,0.02179,0.05,nc,nc73664931,2021-12-27T23:48:46.105Z,"23km NW of Parkfield, CA",earthquake,0.39,0.79,0.151,6,reviewed,nc,nc
2021-12-17T22:07:25.870Z,38.8133316,-122.7931671,2.65,1.15,md,24,45,0.00561,0.02,nc,nc73664926,2021-12-18T01:45:10.760Z,"5km NW of The Geysers, CA",earthquake,0.23,0.43,0.11,4,automatic,nc,nc
2021-12-17T22:00:51.600Z,33.1376667,-117.152,-0.22,1.05,ml,8,99,0.02914,0.24,ci,ci40129856,2021-12-18T00:23:40.049Z,"2km ESE of San Marcos, CA",quarry blast,0.84,31.61,0.133,3,reviewed,ci,ci
2021-12-17T21:58:49.580Z,33.7165,-116.8295,14.67,0.98,ml,23,97,0.08393,0.14,ci,ci40129848,2021-12-17T23:05:20.977Z,"7km ESE of Valle Vista, CA",earthquake,0.31,0.47,0.232,22,reviewed,ci,ci
2021-12-17T21:54:55.730Z,33.7251667,-116.8291667,9.6,1.13,ml,13,128,0.09618,0.15,ci,ci37373300,2021-12-17T23:28:51.802Z,"6km ESE of Valle Vista, CA",earthquake,0.37,0.89,0.058,6,reviewed,ci,ci
2021-12-17T21:54:51.560Z,33.7148333,-116.833,15.64,1.26,ml,44,64,0.08061,0.13,ci,ci40129840,2021-12-17T23:30:19.300Z,"7km ESE of Valle Vista, CA",earthquake,0.18,0.31,0.21,27,reviewed,ci,ci
2021-12-17T21:54:13.377Z,61.6964,-146.5884,33.2,1,ml,,,,0.75,ak,ak021g4ugip1,2021-12-17T22:16:57.560Z,"34 km SSE of Nelchina, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2021-12-17T21:47:17.930Z,38.8233337,-122.8536682,2.63,1.1,md,24,64,0.004894,0.02,nc,nc73664916,2021-12-18T01:19:10.799Z,"10km WNW of The Geysers, CA",earthquake,0.22,0.44,0.11,4,automatic,nc,nc
2021-12-17T21:31:03.734Z,59.8173,-153.1073,97.3,1.3,ml,,,,0.43,ak,ak021g4ubkkz,2021-12-17T22:25:38.835Z,"56 km E of Pedro Bay, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2021-12-17T21:29:29.340Z,30.4775,-114.737,5.96,3.45,mlr,5,271,0.5669,0.11,ci,ci40129800,2021-12-17T23:06:38.872Z,"192km S of Estacion Coahuila, B.C., MX",earthquake,1.06,31.61,0.197,66,reviewed,ci,ci
2021-12-17T21:26:57.710Z,58.249,-154.977666666667,4.37,-0.95,ml,4,222,,0.07,av,av91046553,2021-12-18T07:18:30.440Z,"81 km NNW of Karluk, Alaska",earthquake,0.62,0.84,0.19209219957766,4,reviewed,av,av
2021-12-17T21:25:36.640Z,38.7801666,-122.7669983,0.91,0.87,md,12,87,0.009482,0.02,nc,nc73664911,2021-12-17T21:48:11.325Z,"1km WNW of The Geysers, CA",earthquake,0.27,0.52,0.01,3,automatic,nc,nc
2021-12-17T21:22:42.520Z,36.1066667,-120.2,9.69,1.29,md,23,275,0.1184,0.05,nc,nc73664906,2021-12-28T00:12:11.773Z,"13km NNW of Avenal, CA",earthquake,0.8,0.56,0.093,8,reviewed,nc,nc
2021-12-17T21:16:43.980Z,34.1671667,-117.3688333,5.15,0.99,ml,27,70,0.03864,0.16,ci,ci40129792,2021-12-17T23:02:16.587Z,"3km WNW of Muscoy, CA",earthquake,0.22,0.41,0.131,12,reviewed,ci,ci
2021-12-17T21:14:02.050Z,36.6786667,-121.3196667,3.7,0.6,md,11,143,,0.06,nc,nc73664896,2021-12-28T00:05:11.729Z,"12km S of Tres Pinos, CA",earthquake,0.36,0.67,0.308,10,reviewed,nc,nc
2021-12-17T21:02:07.310Z,33.8698333,-117.4981667,-0.51,1.04,ml,23,53,0.06848,0.22,ci,ci40129776,2021-12-17T22:19:04.453Z,"2km ESE of Home Gardens, CA",quarry blast,0.51,31.61,0.142,11,reviewed,ci,ci
2021-12-17T20:52:55.579Z,35.532,-96.7585,7.86,1.88,ml,54,48,0.1223759857,0.15,ok,ok2021yrbk,2021-12-17T22:54:34.660Z,"8 km NW of Prague, Oklahoma",earthquake,,0.4,0.14,6,reviewed,ok,ok
2021-12-17T20:45:52.025Z,38.1732,-117.8194,8.4,1.1,ml,15,146.96,0.115,0.1741,nn,nn00830098,2021-12-18T02:37:15.782Z,"Nevada",earthquake,,2.6,0.8,5,reviewed,nn,nn
2021-12-17T20:43:52.465Z,60.1442,-152.358,70,0.9,ml,,,,0.22,ak,ak021g4tst9r,2021-12-17T20:50:38.123Z,"39 km WNW of Ninilchik, Alaska",earthquake,,1.6,,,automatic,ak,ak
2021-12-17T20:38:59.180Z,33.6085,-116.8626667,13.23,0.4,ml,15,64,0.02477,0.11,ci,ci40129744,2021-12-17T22:30:15.827Z,"16km S of Valle Vista, CA",earthquake,0.3,0.48,0.179,8,reviewed,ci,ci
2021-12-17T20:32:57.374Z,38.6645,-97.5001,5,2.5,mb_lg,,98,0.718,0.41,us,us6000gd8i,2021-12-18T12:38:32.679Z,"7 km SW of Gypsum, Kansas",earthquake,3.9,2,0.161,10,reviewed,us,us
2021-12-17T20:26:29.030Z,39.4495,-111.3618333,1.11,1.64,md,8,240,0.3454,0.21,uu,uu60472477,2021-12-17T22:34:57.690Z,"12 km ESE of Spring City, Utah",earthquake,2.83,13.45,0.42,4,reviewed,uu,uu
2021-12-17T20:21:37.135Z,38.171,-117.819,8.4,0.9,ml,14,146.52,0.115,0.1246,nn,nn00830091,2021-12-17T23:08:25.444Z,"35 km SE of Mina, Nevada",earthquake,,2.4,0.61,5,reviewed,nn,nn
2021-12-17T20:20:57.700Z,36.7568333,-121.5908333,-0.19,1.21,md,20,67,0.01464,0.05,nc,nc73664881,2021-12-27T23:42:15.645Z,"7km ESE of Prunedale, CA",quarry blast,0.16,31.61,0.254,17,reviewed,nc,nc
2021-12-17T20:20:35.930Z,19.2076663970947,-155.491333007812,32.6599998474121,1.92999995,md,39,75,,0.109999999,hv,hv72837527,2021-12-17T20:23:43.530Z,"1 km WNW of Pāhala, Hawaii",earthquake,0.5,0.74000001,0.910000026,15,automatic,hv,hv
2021-12-17T20:20:03.080Z,38.7891667,-122.7486667,0.81,0.75,md,8,99,0.01105,0.03,nc,nc73664876,2021-12-27T23:58:11.682Z,"2km NNE of The Geysers, CA",earthquake,0.25,0.47,0.931,2,reviewed,nc,nc
